,Mnemonic,bitpat,FORMAT,FORMAT_OLD,SRC1,SRC2,SRC3,SRC4,SRC5,DEST1,DEST2,DEST3,DEST4,DEST5,Special Behavior,"Context 
Synchronizing?",BOOK,PAGE,Versions,Priveledge,Mode Dep,Name,Unsure,"Doable but
Laborious",MicroWatt Support,PythonWatt Support,MicroPython
769,xscmpexpqp,111111 ...// ..... ..... 00101 00100/,X28,X,,VSR,VSR,,MSR,CR,FPSCR,,,,,,I,523,v3.0,,,VSX Scalar Compare Exponents Quad-Precision,,,,,
770,xscmpodp,111100 ...// ..... ..... 00101 011../,XX3_1,XX3,,VSR,VSR,,FPSCR,CR,FPSCR,,,,,,I,527,v2.06,,,VSX Scalar Compare Ordered Double-Precision,,,,,
771,xscmpudp,111100 ...// ..... ..... 00100 011../,XX3_1,XX3,,VSR,VSR,,,CR,FPSCR,,,,,,I,530,v2.06,,,VSX Scalar Compare Unordered Double-Precision,,,,,
772,xscmpuqp,111111 ...// ..... ..... 10100 00100/,X28,X,,VSR,VSR,,MSR,CR,FPSCR,,,,,,I,532,v3.0,,,VSX Scalar Compare Unordered Quad-Precision,,,,,
773,xscpsgndp,111100 ..... ..... ..... 10110 000...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,533,v2.06,,,VSX Scalar Copy Sign Double-Precision,,,,,
774,xscpsgnqp,111111 ..... ..... ..... 00011 00100/,X93,X,,VSR,VSR,,MSR,VSR,,,,,,,I,533,v3.0,,,VSX Scalar Copy Sign Quad-Precision,,,,,
775,xscvdphp,111100 ..... 10001 ..... 10101 1011..,XX2_4,XX2,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,534,v3.0,,,VSX Scalar Convert with round Double-Precision to Half-Precision format,,,,,
776,xscvdpqp,111111 ..... 10110 ..... 11010 00100/,X90,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,535,v3.0,,,VSX Scalar Convert Double-Precision to Quad-Precision format,,,,,
777,xscvdpsp,111100 ..... ///// ..... 10000 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,536,v2.06,,,VSX Scalar Convert with round Double-Precision to Single-Precision format,,,,,
778,xscvdpspn,111100 ..... ///// ..... 10000 1011..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,537,v2.07,,,VSX Scalar Convert Double-Precision to Single-Precision Non-signalling format,,,,,
779,xscvdpsxds,111100 ..... ///// ..... 10101 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,537,v2.06,,,VSX Scalar Convert with round to zero Double-Precision to Signed Doubleword format,,,,,
780,xscvdpsxws,111100 ..... ///// ..... 00101 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,540,v2.06,,,VSX Scalar Convert with round to zero Double-Precision to Signed Word format,,,,,
781,xscvdpuxds,111100 ..... ///// ..... 10100 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,542,v2.06,,,VSX Scalar Convert with round to zero Double-Precision to Unsigned Doubleword format,,,,,
782,xscvdpuxws,111100 ..... ///// ..... 00100 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,544,v2.06,,,VSX Scalar Convert with round to zero Double-Precision to Unsigned Word format,,,,,
783,xscvhpdp,111100 ..... 10000 ..... 10101 1011..,XX2_4,XX2,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,546,v3.0,,,VSX Scalar Convert Half-Precision to Double-Precision format,,,,,
784,xscvqpdp[o],111111 ..... 10100 ..... 11010 00100.,X91,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,547,v3.0,,,VSX Scalar Convert with round Quad-Precision to Double-Precision format [with round to Odd],,,,,
785,xscvqpsdz,111111 ..... 11001 ..... 11010 00100/,X90,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,548,v3.0,,,VSX Scalar Convert with round to zero Quad-Precision to Signed Doubleword format,,,,,
786,xscvqpswz,111111 ..... 01001 ..... 11010 00100/,X90,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,550,v3.0,,,VSX Scalar Convert with round to zero Quad-Precision to Signed Word format,,,,,
787,xscvqpudz,111111 ..... 10001 ..... 11010 00100/,X90,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,552,v3.0,,,VSX Scalar Convert with round to zero Quad-Precision to Unsigned Doubleword format,,,,,
788,xscvqpuwz,111111 ..... 00001 ..... 11010 00100/,X90,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,554,v3.0,,,VSX Scalar Convert with round to zero Quad-Precision to Unsigned Word format,,,,,
789,xscvsdqp,111111 ..... 01010 ..... 11010 00100/,X90,X,,,VSR,,MSR,VSR,FPSCR,FPSCR,,,,,I,556,v3.0,,,VSX Scalar Convert Signed Doubleword to Quad-Precision format,,,,,
790,xscvspdp,111100 ..... ///// ..... 10100 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,557,v2.06,,,VSX Scalar Convert Single-Precision to Double-Precision format,,,,,
791,xscvspdpn,111100 ..... ///// ..... 10100 1011..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,558,v2.07,,,VSX Scalar Convert Single-Precision to Double-Precision Non-signalling format,,,,,
792,xscvsxddp,111100 ..... ///// ..... 10111 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,559,v2.06,,,VSX Scalar Convert with round Signed Doubleword to Double-Precision format,,,,,
793,xscvsxdsp,111100 ..... ///// ..... 10011 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,559,v2.07,,,VSX Scalar Convert with round Signed Doubleword to Single-Precision format,,,,,
794,xscvudqp,111111 ..... 00010 ..... 11010 00100/,X90,X,,,VSR,,MSR,VSR,FPSCR,FPSCR,,,,,I,560,v3.0,,,VSX Scalar Convert Unsigned Doubleword to Quad-Precision format,,,,,
795,xscvuxddp,111100 ..... ///// ..... 10110 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,561,v2.06,,,VSX Scalar Convert with round Unsigned Doubleword to Double-Precision format,,,,,
796,xscvuxdsp,111100 ..... ///// ..... 10010 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,561,v2.07,,,VSX Scalar Convert with round Unsigned Doubleword to Single-Precision format,,,,,
797,xsdivdp,111100 ..... ..... ..... 00111 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,562,v2.06,,,VSX Scalar Divide Double-Precision,,X,,,
798,xsdivsp,111100 ..... ..... ..... 00011 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,566,v2.07,,,VSX Scalar Divide Single-Precision,,X,,,
799,xsiexpdp,111100 ..... ..... ..... 11100 10110.,X84,XX1,,,GPR,GPR,MSR,VSR,,,,,,,I,568,v3.0,,,VSX Scalar Insert Exponent Double-Precision,,,,,
800,xsiexpqp,111111 ..... ..... ..... 11011 00100/,X93,X,,VSR,VSR,,MSR,VSR,,,,,,,I,569,v3.0,,,VSX Scalar Insert Exponent Quad-Precision,,,,,
801,xsmaxdp,111100 ..... ..... ..... 10100 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,579,v2.06,,,VSX Scalar Maximum Double-Precision,,,,,
802,xsmindp,111100 ..... ..... ..... 10101 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,585,v2.06,,,VSX Scalar Minimum Double-Precision,,,,,
803,xsmuldp,111100 ..... ..... ..... 00110 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,600,v2.06,,,VSX Scalar Multiply Double-Precision,,,,,
804,xsmulsp,111100 ..... ..... ..... 00010 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,604,v2.07,,,VSX Scalar Multiply Single-Precision,,,,,
805,xsnabsdp,111100 ..... ///// ..... 10110 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,606,v2.06,,,VSX Scalar Negative Absolute Double-Precision,,,,,
806,xsnabsqp,111111 ..... 01000 ..... 11001 00100/,X90,X,,,VSR,,MSR,VSR,,,,,,,I,606,v3.0,,,VSX Scalar Negative Absolute Quad-Precision,,,,,
807,xsnegdp,111100 ..... ///// ..... 10111 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,607,v2.06,,,VSX Scalar Negate Double-Precision,,,,,
808,xsnegqp,111111 ..... 10000 ..... 11001 00100/,X90,X,,,VSR,,MSR,VSR,,,,,,,I,607,v3.0,,,VSX Scalar Negate Quad-Precision,,,,,
809,xsrdpi,111100 ..... ///// ..... 00100 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,628,v2.06,,,VSX Scalar Round Double-Precision to Integral,,,,,
810,xsrdpic,111100 ..... ///// ..... 00110 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,629,v2.06,,,VSX Scalar Round Double-Precision to Integral using Current rounding mode,,,,,
811,xsrdpim,111100 ..... ///// ..... 00111 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,630,v2.06,,,VSX Scalar Round Double-Precision to Integral toward -Infinity,,,,,
812,xsrdpip,111100 ..... ///// ..... 00110 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,630,v2.06,,,VSX Scalar Round Double-Precision to Integral toward +Infinity,,,,,
813,xsrdpiz,111100 ..... ///// ..... 00101 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,631,v2.06,,,VSX Scalar Round Double-Precision to Integral toward Zero,,,,,
814,xsredp,111100 ..... ///// ..... 00101 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,632,v2.06,,,VSX Scalar Reciprocal Estimate Double-Precision,,,,,
815,xsresp,111100 ..... ///// ..... 00001 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,633,v2.07,,,VSX Scalar Reciprocal Estimate Single-Precision,,,,,
816,xsrqpi[x],111111 ..... ////. ..... ..000 00101.,Z23_9,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,634,v3.0,,,VSX Scalar Round Quad-Precision to Integral [Exact],,,,,
817,xsrqpxp,111111 ..... ////. ..... ..001 00101/,Z23_8,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,636,v3.0,,,VSX Scalar Round Quad-Precision to XP,,,,,
818,xsrsp,111100 ..... ///// ..... 10001 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,638,v2.07,,,VSX Scalar Round Double-Precision to Single-Precision,,,,,
819,xsrsqrtedp,111100 ..... ///// ..... 00100 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,639,v2.06,,,VSX Scalar Reciprocal Square Root Estimate Double-Precision,,,,,
820,xsrsqrtesp,111100 ..... ///// ..... 00000 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,640,v2.07,,,VSX Scalar Reciprocal Square Root Estimate Single-Precision,,,,,
821,xssqrtdp,111100 ..... ///// ..... 00100 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,641,v2.06,,,VSX Scalar Square Root Double-Precision,,,,,
822,xssqrtqp[o],111111 ..... 11011 ..... 11001 00100.,X91,X,,,VSR,FPSCR,MSR,VSR,FPSCR,FPSCR,,,,,I,642,v3.0,,,VSX Scalar Square Root Quad-Precision [with round to Odd],,,,,
823,xssqrtsp,111100 ..... ///// ..... 00000 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,644,v2.07,,,VSX Scalar Square Root Single-Precision,,,,,
824,xssubdp,111100 ..... ..... ..... 00101 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,645,v2.06,,,VSX Scalar Subtract Double-Precision,,,,,
825,xssubsp,111100 ..... ..... ..... 00001 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,649,v2.07,,,VSX Scalar Subtract Single-Precision,,,,,
826,xstdivdp,111100 ...// ..... ..... 00111 101../,XX3_1,XX3,,VSR,VSR,,,VSR,CR,,,,,,I,651,v2.06,,,VSX Scalar Test for software Divide Double-Precision,,X,,,
827,xstsqrtdp,111100 ...// ///// ..... 00110 1010./,XX2_1,XX2,,VSR,VSR,,,CR,,,,,,,I,652,v2.06,,,VSX Scalar Test for software Square Root Double-Precision,,,,,
828,xststdcdp,111100 ..... ..... ..... 10110 1010./,XX2_2,XX2,,,VSR,,MSR,CR,FPSCR,,,,,,I,653,v3.0,,,VSX Scalar Test Data Class Double-Precision,,,,,
829,xststdcqp,111111 ..... ..... ..... 10110 00100/,X31,X,,,VSR,,MSR,CR,FPSCR,,,,,,I,654,v3.0,,,VSX Scalar Test Data Class Quad-Precision,,,,,
830,xststdcsp,111100 ..... ..... ..... 10010 1010./,XX2_2,XX2,,,VSR,,MSR,CR,FPSCR,,,,,,I,655,v3.0,,,VSX Scalar Test Data Class Single-Precision,,,,,
831,xsxexpdp,111100 ..... 00000 ..... 10101 1011./,XX2_3,XX2,,,VSR,,MSR,GPR,,,,,,,I,656,v3.0,,,VSX Scalar Extract Exponent Double-Precision,,,,,
832,xsxexpqp,111111 ..... 00010 ..... 11001 00100/,X90,X,,,VSR,,MSR,VSR,,,,,,,I,656,v3.0,,,VSX Scalar Extract Exponent Quad-Precision,,,,,
833,xsxsigdp,111100 ..... 00001 ..... 10101 1011./,XX2_3,XX2,,,,,,,,,,,,,I,657,v3.0,,,VSX Scalar Extract Significand Double-Precision,,,,,
834,xsxsigqp,111111 ..... 10010 ..... 11001 00100/,X90,X,,,VSR,,MSR,VSR,,,,,,,I,657,v3.0,,,VSX Scalar Extract Significand Quad-Precision,,,,,
835,xvabsdp,111100 ..... ///// ..... 11101 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,658,v2.06,,,VSX Vector Absolute Double-Precision,,,,,
836,xvabssp,111100 ..... ///// ..... 11001 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,658,v2.06,,,VSX Vector Absolute Single-Precision,,,,,
837,xvadddp,111100 ..... ..... ..... 01100 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,659,v2.06,,,VSX Vector Add Double-Precision,,,,,
838,xvaddsp,111100 ..... ..... ..... 01000 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,663,v2.06,,,VSX Vector Add Single-Precision,,,,,
839,xvcmpeqdp[.],111100 ..... ..... ..... .1100 011...,XX3_4,XX3,,VSR,VSR,,FPSCR,VSR,CR,,,,,,I,665,v2.06,,,VSX Vector Compare Equal Double-Precision,,,,,
840,xvcmpeqsp[.],111100 ..... ..... ..... .1000 011...,XX3_4,XX3,,VSR,VSR,,FPSCR,VSR,CR,,,,,,I,666,v2.06,,,VSX Vector Compare Equal Single-Precision,,,,,
841,xvcmpgedp[.],111100 ..... ..... ..... .1110 011...,XX3_4,XX3,,VSR,VSR,,FPSCR,VSR,CR,,,,,,I,667,v2.06,,,VSX Vector Compare Greater Than or Equal Double-Precision,,,,,
842,xvcmpgesp[.],111100 ..... ..... ..... .1010 011...,XX3_4,XX3,,VSR,VSR,,FPSCR,VSR,CR,,,,,,I,668,v2.06,,,VSX Vector Compare Greater Than or Equal Single-Precision,,,,,
843,xvcmpgtdp[.],111100 ..... ..... ..... .1101 011...,XX3_4,XX3,,VSR,VSR,,FPSCR,VSR,CR,,,,,,I,669,v2.06,,,VSX Vector Compare Greater Than Double-Precision,,,,,
844,xvcmpgtsp[.],111100 ..... ..... ..... .1001 011...,XX3_4,XX3,,VSR,VSR,,FPSCR,VSR,CR,,,,,,I,670,v2.06,,,VSX Vector Compare Greater Than Single-Precision,,,,,
845,xvcpsgndp,111100 ..... ..... ..... 11110 000...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,671,v2.06,,,VSX Vector Copy Sign Double-Precision,,,,,
846,xvcpsgnsp,111100 ..... ..... ..... 11010 000...,XX3_5,XX3,,VSR,VSR,,,VSR,,,,,,,I,671,v2.06,,,VSX Vector Copy Sign Single-Precision,,,,,
847,xvcvdpsp,111100 ..... ///// ..... 11000 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,672,v2.06,,,VSX Vector Convert with round Double-Precision to Single-Precision format,,,,,
848,xvcvdpsxds,111100 ..... ///// ..... 11101 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,673,v2.06,,,VSX Vector Convert with round to zero Double-Precision to Signed Doubleword format,,,,,
849,xvcvdpsxws,111100 ..... ///// ..... 01101 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,675,v2.06,,,VSX Vector Convert with round to zero Double-Precision to Signed Word format,,,,,
850,xvcvdpuxds,111100 ..... ///// ..... 11100 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,677,v2.06,,,VSX Vector Convert with round to zero Double-Precision to Unsigned Doubleword format,,,,,
851,xvcvdpuxws,111100 ..... ///// ..... 01100 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,679,v2.06,,,VSX Vector Convert with round to zero Double-Precision to Unsigned Word format,,,,,
852,xvcvhpsp,111100 ..... 11000 ..... 11101 1011..,XX2_4,XX2,,,VSR,FPSCR,MSR,VSR,FPSCR,,,,,,I,681,v3.0,,,VSX Vector Convert Half-Precision to Single-Precision format,,,,,
853,xvcvspdp,111100 ..... ///// ..... 11100 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,682,v2.06,,,VSX Vector Convert Single-Precision to Double-Precision format,,,,,
854,xvcvsphp,111100 ..... 11001 ..... 11101 1011..,XX2_4,XX2,,,VSR,FPSCR,MSR,VSR,FPSCR,,,,,,I,683,v3.0,,,VSX Vector Convert with round Single-Precision to Half-Precision format,,,,,
855,xvcvspsxds,111100 ..... ///// ..... 11001 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,684,v2.06,,,VSX Vector Convert with round to zero Single-Precision to Signed Doubleword format,,,,,
856,xvcvspsxws,111100 ..... ///// ..... 01001 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,686,v2.06,,,VSX Vector Convert with round to zero Single-Precision to Signed Word format,,,,,
857,xvcvspuxds,111100 ..... ///// ..... 11000 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,688,v2.06,,,VSX Vector Convert with round to zero Single-Precision to Unsigned Doubleword format,,,,,
858,xvcvspuxws,111100 ..... ///// ..... 01000 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,690,v2.06,,,VSX Vector Convert with round to zero Single-Precision to Unsigned Word format,,,,,
859,xvcvsxddp,111100 ..... ///// ..... 11111 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,692,v2.06,,,VSX Vector Convert with round Signed Doubleword to Double-Precision format,,,,,
860,xvcvsxdsp,111100 ..... ///// ..... 11011 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,692,v2.06,,,VSX Vector Convert with round Signed Doubleword to Single-Precision format,,,,,
861,xvcvsxwdp,111100 ..... ///// ..... 01111 1000..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,693,v2.06,,,VSX Vector Convert Signed Word to Double-Precision format,,,,,
862,xvcvsxwsp,111100 ..... ///// ..... 01011 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,693,v2.06,,,VSX Vector Convert with round Signed Word to Single-Precision format,,,,,
863,xvcvuxddp,111100 ..... ///// ..... 11110 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,694,v2.06,,,VSX Vector Convert with round Unsigned Doubleword to Double-Precision format,,,,,
864,xvcvuxdsp,111100 ..... ///// ..... 11010 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,694,v2.06,,,VSX Vector Convert with round Unsigned Doubleword to Single-Precision format,,,,,
865,xvcvuxwdp,111100 ..... ///// ..... 01110 1000..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,695,v2.06,,,VSX Vector Convert Unsigned Word to Double-Precision format,,,,,
866,xvcvuxwsp,111100 ..... ///// ..... 01010 1000..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,695,v2.06,,,VSX Vector Convert with round Unsigned Word to Single-Precision format,,,,,
867,xvdivdp,111100 ..... ..... ..... 01111 000...,XX3_5,XX3,,,,,,,,,,,,,I,696,v2.06,,,VSX Vector Divide Double-Precision,,X,,,
868,xvdivsp,111100 ..... ..... ..... 01011 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,698,v2.06,,,VSX Vector Divide Single-Precision,,X,,,
869,xviexpdp,111100 ..... ..... ..... 11111 000...,XX3_5,XX3,,VSR,VSR,,MSR,VSR,,,,,,,I,700,v3.0,,,VSX Vector Insert Exponent Double-Precision,,,,,
870,xviexpsp,111100 ..... ..... ..... 11011 000...,XX3_5,XX3,,VSR,VSR,,MSR,VSR,,,,,,,I,700,v3.0,,,VSX Vector Insert Exponent Single-Precision,,,,,
871,xvmaddmdp,111100 ..... ..... ..... 01101 001...,XX3_5,XX3,,,,,,,,,,,,,I,701,v2.06,,,VSX Vector Multiply-Add Type-M Double-Precision,,,,,
872,xvmaxdp,111100 ..... ..... ..... 11100 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,707,v2.06,,,VSX Vector Maximum Double-Precision,,,,,
873,xvmaxsp,111100 ..... ..... ..... 11000 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,709,v2.06,,,VSX Vector Maximum Single-Precision,,,,,
874,xvmindp,111100 ..... ..... ..... 11101 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,711,v2.06,,,VSX Vector Minimum Double-Precision,,,,,
875,xvminsp,111100 ..... ..... ..... 11001 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,713,v2.06,,,VSX Vector Minimum Single-Precision,,,,,
876,xvmsubmsp,111100 ..... ..... ..... 01011 001...,XX3_5,XX3,,,,,,,,,,,,,I,718,v2.06,,,VSX Vector Multiply-Subtract Type-M Single-Precision,,,,,
877,xvmuldp,111100 ..... ..... ..... 01110 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,721,v2.06,,,VSX Vector Multiply Double-Precision,,,,,
878,xvmulsp,111100 ..... ..... ..... 01010 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,,,,,,I,723,v2.06,,,VSX Vector Multiply Single-Precision,,,,,
879,xvnabsdp,111100 ..... ///// ..... 11110 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,725,v2.06,,,VSX Vector Negative Absolute Double-Precision,,,,,
880,xvnabssp,111100 ..... ///// ..... 11010 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,725,v2.06,,,VSX Vector Negative Absolute Single-Precision,,,,,
881,xvnegdp,111100 ..... ///// ..... 11111 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,726,v2.06,,,VSX Vector Negate Double-Precision,,,,,
882,xvnegsp,111100 ..... ///// ..... 11011 1001..,XX2_4,XX2,,,VSR,,,VSR,,,,,,,I,726,v2.06,,,VSX Vector Negate Single-Precision,,,,,
883,xvrdpi,111100 ..... ///// ..... 01100 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,741,v2.06,,,VSX Vector Round Double-Precision to Integral,,,,,
884,xvrdpic,111100 ..... ///// ..... 01110 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,741,v2.06,,,VSX Vector Round Double-Precision to Integral using Current rounding mode,,,,,
885,xvrdpim,111100 ..... ///// ..... 01111 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,742,v2.06,,,VSX Vector Round Double-Precision to Integral toward -Infinity,,,,,
886,xvrdpip,111100 ..... ///// ..... 01110 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,742,v2.06,,,VSX Vector Round Double-Precision to Integral toward +Infinity,,,,,
887,xvrdpiz,111100 ..... ///// ..... 01101 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,743,v2.06,,,VSX Vector Round Double-Precision to Integral toward Zero,,,,,
888,xvredp,111100 ..... ///// ..... 01101 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,744,v2.06,,,VSX Vector Reciprocal Estimate Double-Precision,,,,,
889,xvresp,111100 ..... ///// ..... 01001 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,745,v2.06,,,VSX Vector Reciprocal Estimate Single-Precision,,,,,
890,xvrspi,111100 ..... ///// ..... 01000 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,746,v2.06,,,VSX Vector Round Single-Precision to Integral,,,,,
891,xvrspic,111100 ..... ///// ..... 01010 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,746,v2.06,,,VSX Vector Round Single-Precision to Integral using Current rounding mode,,,,,
892,xvrspim,111100 ..... ///// ..... 01011 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,747,v2.06,,,VSX Vector Round Single-Precision to Integral toward -Infinity,,,,,
893,xvrspip,111100 ..... ///// ..... 01010 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,747,v2.06,,,VSX Vector Round Single-Precision to Integral toward +Infinity,,,,,
894,xvrspiz,111100 ..... ///// ..... 01001 1001..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,748,v2.06,,,VSX Vector Round Single-Precision to Integral toward Zero,,,,,
895,xvrsqrtedp,111100 ..... ///// ..... 01100 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,748,v2.06,,,VSX Vector Reciprocal Square Root Estimate Double-Precision,,,,,
896,xvrsqrtesp,111100 ..... ///// ..... 01000 1010..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,750,v2.06,,,VSX Vector Reciprocal Square Root Estimate Single-Precision,,,,,
897,xvsqrtdp,111100 ..... ///// ..... 01100 1011..,XX2_4,XX2,,,VSR,,FPSCR,VSR,FPSCR,,,,,,I,751,v2.06,,,VSX Vector Square Root Double-Precision,,,,,
